23 January 2012 08:50:30 AM

CORDIC_PRB:
  C++ version,
  Test the CORDIC library.

TEST001:
  COSSIN_CORDIC computes the cosine and sine
  using the CORDIC algorithm.

          A        N      Cos(A)           Cos(A)           Difference
                          Tabulated        CORDIC


         0.6    15           1.8221188         1.8221188    -1.332e-15
         0.6    20           1.8221188         1.8221188     -1.11e-15
         0.6    25           1.8221188         1.8221188     -1.11e-15

         0.7     0           2.0137527         2.0121708      0.001582
         0.7     5           2.0137527         2.0137527      5.07e-12
         0.7    10           2.0137527         2.0137527    -7.905e-14
         0.7    15           2.0137527         2.0137527    -7.816e-14
         0.7    20           2.0137527         2.0137527    -7.816e-14
         0.7    25           2.0137527         2.0137527    -7.816e-14

         0.8     0           2.2255409            2.2224      0.003141
         0.8     5           2.2255409         2.2255409     4.231e-11
         0.8    10           2.2255409         2.2255409    -3.553e-15
         0.8    15           2.2255409         2.2255409    -3.997e-15
         0.8    20           2.2255409         2.2255409    -3.553e-15
         0.8    25           2.2255409         2.2255409    -3.997e-15

         0.9     0           2.4596031         2.4538375      0.005766
         0.9     5           2.4596031         2.4596031      1.96e-10
         0.9    10           2.4596031         2.4596031    -9.948e-14
         0.9    15           2.4596031         2.4596031    -9.814e-14
         0.9    20           2.4596031         2.4596031     -9.77e-14
         0.9    25           2.4596031         2.4596031     -9.77e-14

           1     0           2.7182818         2.7182818             0
           1     5           2.7182818         2.7182818             0
           1    10           2.7182818         2.7182818             0
           1    15           2.7182818         2.7182818             0
           1    20           2.7182818         2.7182818             0
           1    25           2.7182818         2.7182818             0

           2     0           7.3890561         7.3890561     8.882e-16
           2     5           7.3890561         7.3890561     8.882e-16
           2    10           7.3890561         7.3890561     8.882e-16
           2    15           7.3890561         7.3890561     8.882e-16
           2    20           7.3890561         7.3890561     8.882e-16
           2    25           7.3890561         7.3890561     8.882e-16

       3.142     0           23.140693         23.140683     9.755e-06
       3.142     5           23.140693         23.140693     2.392e-10
       3.142    10           23.140693         23.140693     7.105e-15
       3.142    15           23.140693         23.140693     1.421e-14
       3.142    20           23.140693         23.140693     1.421e-14
       3.142    25           23.140693         23.140693     2.842e-14

           5     0           148.41316         148.41316     2.842e-14
           5     5           148.41316         148.41316     2.842e-14
           5    10           148.41316         148.41316     2.842e-14
           5    15           148.41316         148.41316     2.842e-14
           5    20           148.41316         148.41316     2.842e-14
           5    25           148.41316         148.41316     2.842e-14

          10     0           22026.466         22026.466     1.091e-11
          10     5           22026.466         22026.466     1.091e-11
          10    10           22026.466         22026.466     1.091e-11
          10    15           22026.466         22026.466     1.091e-11
          10    20           22026.466         22026.466     1.091e-11
          10    25           22026.466         22026.466     1.091e-11

          20     0        4.851652e+08      4.851652e+08     4.768e-07
          20     5        4.851652e+08      4.851652e+08     4.768e-07
          20    10        4.851652e+08      4.851652e+08     4.768e-07
          20    15        4.851652e+08      4.851652e+08     4.768e-07
          20    20        4.851652e+08      4.851652e+08     4.768e-07
          20    25        4.851652e+08      4.851652e+08     4.768e-07

TEST008:
  LN_CORDIC computes the natural logarithm
  using the CORDIC algorithm.

    X      N            Ln(X)       Ln(X)        Difference
                     Tabulated   CORDIC


       1e-05     0          -11.512925        -11.604088       0.09116
       1e-05     5          -11.512925        -11.512929     3.129e-06
       1e-05    10          -11.512925        -11.512925     2.081e-10
       1e-05    15          -11.512925        -11.512925     1.776e-15
       1e-05    20          -11.512925        -11.512925             0
       1e-05    25          -11.512925        -11.512925             0

        0.01     0          -4.6051702        -4.6496832       0.04451
        0.01     5          -4.6051702        -4.6051742      3.97e-06
        0.01    10          -4.6051702        -4.6051702     1.331e-11
        0.01    15          -4.6051702        -4.6051702     7.105e-15
        0.01    20          -4.6051702        -4.6051702     8.882e-16
        0.01    25          -4.6051702        -4.6051702             0

         0.1     0          -2.3025851        -2.6279061        0.3253
         0.1     5          -2.3025851        -2.3025856     4.918e-07
         0.1    10          -2.3025851        -2.3025851     1.703e-12
         0.1    15          -2.3025851        -2.3025851     4.885e-14
         0.1    20          -2.3025851        -2.3025851     3.908e-14
         0.1    25          -2.3025851        -2.3025851     3.908e-14

         0.2     0          -1.6094379        -1.6523498       0.04291
         0.2     5          -1.6094379        -1.6094398     1.912e-06
         0.2    10          -1.6094379        -1.6094379     3.817e-10
         0.2    15          -1.6094379        -1.6094379      5.24e-14
         0.2    20          -1.6094379        -1.6094379     4.086e-14
         0.2    25          -1.6094379        -1.6094379     4.086e-14

         0.3     0          -1.2039728        -1.7323717        0.5284
         0.3     5          -1.2039728        -1.2039744     1.635e-06
         0.3    10          -1.2039728        -1.2039728     1.109e-12
         0.3    15          -1.2039728        -1.2039728     4.174e-14
         0.3    20          -1.2039728        -1.2039728     4.174e-14
         0.3    25          -1.2039728        -1.2039728     4.174e-14

         0.4     0         -0.91629073       -0.91660754     0.0003168
         0.4     5         -0.91629073        -0.9162956     4.864e-06
         0.4    10         -0.91629073       -0.91629073     1.727e-10
         0.4    15         -0.91629073       -0.91629073     1.377e-14
         0.4    20         -0.91629073       -0.91629073      2.22e-16
         0.4    25         -0.91629073       -0.91629073      2.22e-16

         0.5     0         -0.69314718       -0.71237746       0.01923
         0.5     5         -0.69314718       -0.69315577     8.591e-06
         0.5    10         -0.69314718       -0.69314718     4.819e-12
         0.5    15         -0.69314718       -0.69314718     5.351e-14
         0.5    20         -0.69314718       -0.69314718     4.119e-14
         0.5    25         -0.69314718       -0.69314718     4.119e-14

         0.6     0         -0.51082562        -0.6033548       0.09253
         0.6     5         -0.51082562       -0.51082996     4.341e-06
         0.6    10         -0.51082562       -0.51082562     3.565e-10
         0.6    15         -0.51082562       -0.51082562     5.551e-16
         0.6    20         -0.51082562       -0.51082562      2.22e-16
         0.6    25         -0.51082562       -0.51082562      2.22e-16

         0.7     0         -0.35667494       -0.59968165         0.243
         0.7     5         -0.35667494       -0.35667807     3.129e-06
         0.7    10         -0.35667494       -0.35667494     2.085e-10
         0.7    15         -0.35667494       -0.35667494     1.388e-15
         0.7    20         -0.35667494       -0.35667494    -1.665e-16
         0.7    25         -0.35667494       -0.35667494    -5.551e-17

         0.8     0         -0.22314355       -0.70604028        0.4829
         0.8     5         -0.22314355       -0.22315348     9.927e-06
         0.8    10         -0.22314355       -0.22314355     5.863e-11
         0.8    15         -0.22314355       -0.22314355     4.047e-14
         0.8    20         -0.22314355       -0.22314355     4.047e-14
         0.8    25         -0.22314355       -0.22314355     4.047e-14

         0.9     0         -0.10536052       -0.92165316        0.8163
         0.9     5         -0.10536052       -0.10536437     3.856e-06
         0.9    10         -0.10536052       -0.10536052     6.346e-13
         0.9    15         -0.10536052       -0.10536052     2.928e-15
         0.9    20         -0.10536052       -0.10536052     5.967e-16
         0.9    25         -0.10536052       -0.10536052     7.078e-16

           1     0                   0                 0             0
           1     5                   0                 0             0
           1    10                   0                 0             0
           1    15                   0                 0             0
           1    20                   0                 0             0
           1    25                   0                 0             0

           2     0          0.69314718             0.375        0.3181
           2     5          0.69314718        0.69314709     9.051e-08
           2    10          0.69314718        0.69314718     2.235e-10
           2    15          0.69314718        0.69314718    -4.441e-16
           2    20          0.69314718        0.69314718    -3.331e-16
           2    25          0.69314718        0.69314718    -3.331e-16

           3     0           1.0986123         1.0980872     0.0005251
           3     5           1.0986123         1.0986122     5.773e-08
           3    10           1.0986123         1.0986123     4.373e-10
           3    15           1.0986123         1.0986123     4.441e-16
           3    20           1.0986123         1.0986123             0
           3    25           1.0986123         1.0986123             0

       3.142     0           1.1447299         1.1429969      0.001733
       3.142     5           1.1447299          1.144726      3.91e-06
       3.142    10           1.1447299         1.1447299      3.92e-12
       3.142    15           1.1447299         1.1447299      2.22e-15
       3.142    20           1.1447299         1.1447299     4.441e-16
       3.142    25           1.1447299         1.1447299     4.441e-16

           5     0           1.6094379          1.409217        0.2002
           5     5           1.6094379          1.609436     1.958e-06
           5    10           1.6094379         1.6094379     1.241e-13
           5    15           1.6094379         1.6094379    -4.441e-16
           5    20           1.6094379         1.6094379    -4.441e-16
           5    25           1.6094379         1.6094379    -4.441e-16

          10     0           2.3025851         2.2842201       0.01836
          10     5           2.3025851         2.3025801     4.952e-06
          10    10           2.3025851         2.3025851     2.833e-10
          10    15           2.3025851         2.3025851     1.332e-15
          10    20           2.3025851         2.3025851     1.332e-15
          10    25           2.3025851         2.3025851     1.332e-15

          20     0           2.9957323         1.7752498          1.22
          20     5           2.9957323         2.9957222     1.007e-05
          20    10           2.9957323         2.9957323     1.165e-10
          20    15           2.9957323         2.9957323     3.997e-14
          20    20           2.9957323         2.9957323     3.952e-14
          20    25           2.9957323         2.9957323     3.997e-14

         100     0           4.6051702         4.4099009        0.1953
         100     5           4.6051702         4.6051694     7.526e-07
         100    10           4.6051702         4.6051702      1.56e-10
         100    15           4.6051702         4.6051702     3.997e-14
         100    20           4.6051702         4.6051702     3.997e-14
         100    25           4.6051702         4.6051702     3.997e-14

   1.235e+08     0           18.631402         18.404171        0.2272
   1.235e+08     5           18.631402         18.631402      1.32e-07
   1.235e+08    10           18.631402         18.631402     7.982e-11
   1.235e+08    15           18.631402         18.631402     7.105e-15
   1.235e+08    20           18.631402         18.631402             0
   1.235e+08    25           18.631402         18.631402             0

TEST009:
  SQRT_CORDIC computes the square root
  using the CORDIC algorithm.

    X      N          Sqrt(X)     Sqrt(X)        Difference
                     Tabulated   CORDIC


           0     0                   0                 0             0
           0     5                   0                 0             0
           0    10                   0                 0             0
           0    15                   0                 0             0
           0    20                   0                 0             0
           0    25                   0                 0             0

     8.1e-09     0               9e-05     6.1035156e-05     2.896e-05
     8.1e-09     5               9e-05     8.9645386e-05     3.546e-07
     8.1e-09    10               9e-05     8.9943409e-05     5.659e-08
     8.1e-09    15               9e-05     8.9999288e-05     7.121e-10
     8.1e-09    20               9e-05     8.9999987e-05      1.36e-11
     8.1e-09    25               9e-05             9e-05     8.641e-13

        0.09     0                 0.3              0.25          0.05
        0.09     5                 0.3          0.296875      0.003125
        0.09    10                 0.3        0.29980469     0.0001953
        0.09    15                 0.3        0.29999542     4.578e-06
        0.09    20                 0.3        0.29999995     4.768e-08
        0.09    25                 0.3               0.3      2.98e-09

         0.1     0          0.31622777              0.25       0.06623
         0.1     5          0.31622777            0.3125      0.003728
         0.1    10          0.31622777        0.31616211     6.566e-05
         0.1    15          0.31622777        0.31622314     4.621e-06
         0.1    20          0.31622777        0.31622767     9.153e-08
         0.1    25          0.31622777        0.31622776     2.126e-09

         0.4     0          0.63245553               0.5        0.1325
         0.4     5          0.63245553             0.625      0.007456
         0.4    10          0.63245553        0.63232422     0.0001313
         0.4    15          0.63245553        0.63244629     9.243e-06
         0.4    20          0.63245553        0.63245535     1.831e-07
         0.4    25          0.63245553        0.63245553     4.251e-09

           1     0                   1                 1             0
           1     5                   1                 1             0
           1    10                   1                 1             0
           1    15                   1                 1             0
           1    20                   1                 1             0
           1    25                   1                 1             0

           2     0           1.4142136                 1        0.4142
           2     5           1.4142136             1.375       0.03921
           2    10           1.4142136         1.4140625     0.0001511
           2    15           1.4142136         1.4141846     2.899e-05
           2    20           1.4142136         1.4142132     3.818e-07
           2    25           1.4142136         1.4142135      2.42e-08

           3     0           1.7320508                 1        0.7321
           3     5           1.7320508            1.6875       0.04455
           3    10           1.7320508         1.7304688      0.001582
           3    15           1.7320508         1.7319946     5.618e-05
           3    20           1.7320508         1.7320499     8.656e-07
           3    25           1.7320508         1.7320508     3.109e-08

       3.142     0           1.7724539                 1        0.7725
       3.142     5           1.7724539              1.75       0.02245
       3.142    10           1.7724539         1.7714844     0.0009695
       3.142    15           1.7724539         1.7723999     5.395e-05
       3.142    20           1.7724539         1.7724533     5.428e-07
       3.142    25           1.7724539         1.7724538     6.358e-09

          19     0           4.3588989                 4        0.3589
          19     5           4.3588989              4.25        0.1089
          19    10           4.3588989         4.3515625      0.007336
          19    15           4.3588989         4.3588867     1.222e-05
          19    20           4.3588989         4.3588943     4.595e-06
          19    25           4.3588989         4.3588989     6.544e-08

          29     0           5.3851648                 4         1.385
          29     5           5.3851648              5.25        0.1352
          29    10           5.3851648         5.3828125      0.002352
          29    15           5.3851648         5.3850098      0.000155
          29    20           5.3851648         5.3851624     2.454e-06
          29    25           5.3851648         5.3851647     6.943e-08

          71     0           8.4261498                 8        0.4261
          71     5           8.4261498                 8        0.4261
          71    10           8.4261498          8.421875      0.004275
          71    15           8.4261498         8.4257812     0.0003685
          71    20           8.4261498         8.4261475     2.312e-06
          71    25           8.4261498         8.4261494     4.049e-07

          97     0           9.8488578                 8         1.849
          97     5           9.8488578               9.5        0.3489
          97    10           9.8488578           9.84375      0.005108
          97    15           9.8488578         9.8486328      0.000225
          97    20           9.8488578         9.8488464     1.137e-05
          97    25           9.8488578         9.8488574      3.99e-07

   1.235e+08     0           11111.111              8192          2919
   1.235e+08     5           11111.111             10752         359.1
   1.235e+08    10           11111.111             11104         7.111
   1.235e+08    15           11111.111             11111        0.1111
   1.235e+08    20           11111.111         11111.109      0.001686
   1.235e+08    25           11111.111         11111.111     0.0002207

TEST010:
  CBRT_CORDIC computes the cube root
  using the CORDIC algorithm.

    X      N          Cbrt(X)     Cbrt(X)        Difference
                     Tabulated   CORDIC


           0     0                   0                 0             0
           0     5                   0                 0             0
           0    10                   0                 0             0
           0    15                   0                 0             0
           0    20                   0                 0             0
           0    25                   0                 0             0

    -8.1e-09     0       -0.0020082989      -0.001953125    -5.517e-05
    -8.1e-09     5       -0.0020082989      -0.001953125    -5.517e-05
    -8.1e-09    10       -0.0020082989     -0.0020065308    -1.768e-06
    -8.1e-09    15       -0.0020082989     -0.0020082593    -3.956e-08
    -8.1e-09    20       -0.0020082989     -0.0020082984    -4.444e-10
    -8.1e-09    25       -0.0020082989     -0.0020082988    -3.692e-11

        0.09     0          0.44814047              0.25        0.1981
        0.09     5          0.44814047         0.4453125      0.002828
        0.09    10          0.44814047        0.44799805     0.0001424
        0.09    15          0.44814047        0.44813538     5.099e-06
        0.09    20          0.44814047        0.44814038     9.189e-08
        0.09    25          0.44814047        0.44814047     2.482e-09

        -0.1     0         -0.46415888             -0.25       -0.2142
        -0.1     5         -0.46415888        -0.4609375     -0.003221
        -0.1    10         -0.46415888       -0.46411133    -4.756e-05
        -0.1    15         -0.46415888        -0.4641571    -1.779e-06
        -0.1    20         -0.46415888       -0.46415877    -1.099e-07
        -0.1    25         -0.46415888       -0.46415888    -5.631e-09

         0.4     0           0.7368063               0.5        0.2368
         0.4     5           0.7368063          0.734375      0.002431
         0.4    10           0.7368063        0.73632812     0.0004782
         0.4    15           0.7368063        0.73680115     5.152e-06
         0.4    20           0.7368063        0.73680592     3.839e-07
         0.4    25           0.7368063        0.73680629     1.137e-08

          -1     0                  -1                -1             0
          -1     5                  -1                -1             0
          -1    10                  -1                -1             0
          -1    15                  -1                -1             0
          -1    20                  -1                -1             0
          -1    25                  -1                -1             0

           2     0            1.259921                 1        0.2599
           2     5            1.259921              1.25      0.009921
           2    10            1.259921         1.2597656     0.0001554
           2    15            1.259921         1.2598877     3.335e-05
           2    20            1.259921         1.2599201     9.297e-07
           2    25            1.259921          1.259921     3.559e-08

          -3     0          -1.4422496                -1       -0.4422
          -3     5          -1.4422496           -1.4375      -0.00475
          -3    10          -1.4422496        -1.4414062    -0.0008433
          -3    15          -1.4422496        -1.4421997    -4.986e-05
          -3    20          -1.4422496        -1.4422493    -2.722e-07
          -3    25          -1.4422496        -1.4422495    -3.379e-08

       3.142     0           1.4645919                 1        0.4646
       3.142     5           1.4645919            1.4375       0.02709
       3.142    10           1.4645919         1.4628906      0.001701
       3.142    15           1.4645919         1.4645386     5.331e-05
       3.142    20           1.4645919         1.4645901     1.815e-06
       3.142    25           1.4645919         1.4645919     2.679e-08

         -19     0          -2.6684016                -2       -0.6684
         -19     5          -2.6684016            -2.625       -0.0434
         -19    10          -2.6684016        -2.6679688    -0.0004329
         -19    15          -2.6684016         -2.668335    -6.669e-05
         -19    20          -2.6684016        -2.6683998    -1.838e-06
         -19    25          -2.6684016        -2.6684016    -4.979e-08

          29     0           3.0723168                 2         1.072
          29     5           3.0723168                 3       0.07232
          29    10           3.0723168         3.0703125      0.002004
          29    15           3.0723168         3.0722656      5.12e-05
          29    20           3.0723168         3.0723152      1.61e-06
          29    25           3.0723168         3.0723168      5.99e-08

         -71     0          -4.1408177                -4       -0.1408
         -71     5          -4.1408177                -4       -0.1408
         -71    10          -4.1408177         -4.140625    -0.0001927
         -71    15          -4.1408177         -4.140625    -0.0001927
         -71    20          -4.1408177        -4.1408157    -2.015e-06
         -71    25          -4.1408177        -4.1408176    -1.072e-07

          97     0           4.5947009                 4        0.5947
          97     5           4.5947009               4.5        0.0947
          97    10           4.5947009           4.59375     0.0009509
          97    15           4.5947009         4.5944824     0.0002185
          97    20           4.5947009          4.594696     4.847e-06
          97    25           4.5947009         4.5947008     7.891e-08

  -1.235e+08     0          -497.93386              -256        -241.9
  -1.235e+08     5          -497.93386              -496        -1.934
  -1.235e+08    10          -497.93386            -497.5       -0.4339
  -1.235e+08    15          -497.93386        -497.92188      -0.01198
  -1.235e+08    20          -497.93386        -497.93359    -0.0002655
  -1.235e+08    25          -497.93386        -497.93385    -6.069e-06

CORDIC_PRB:
  Normal end of execution.

23 January 2012 08:50:30 AM
